refID	APD3	CAMP	DBAASP	dbAMP	DRAMP	LAMP2	SATPdb
fAMP0001503	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001592	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0000723	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002483	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0004638	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0001154	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002159	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001337	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000666	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0000881	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0002717	antibacterial	antibacterial	NA	antibacterial	NA	NA	antibacterial
fAMP0001229	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0002205	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0000298	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0002592	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0002695	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0001074	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001374	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002434	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001560	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0000213	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0001360	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antibacterial
fAMP0005294	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006732	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0000517	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0001444	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	NA	antibacterial
fAMP0006507	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0000800	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000870	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002076	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001742	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001135	antibacterial	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	NA
fAMP0009881	antibacterial	NA	antibacterial	NA	NA	NA	NA
fAMP0002395	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0013798	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0003394	antibacterial	antibacterial	NA	antibacterial	NA	NA	antibacterial
fAMP0000403	antibacterial	antifungi	antimicrobial	antifungi	antifungi	antifungi	antimicrobial
fAMP0004590	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0001189	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001362	antibacterial	antimicrobial	NA	antimicrobial	antifungi	antifungi	antimicrobial
fAMP0002209	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002544	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0003767	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0013800	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0005899	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0004907	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005793	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0003701	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	NA
fAMP0004354	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005784	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005242	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0004786	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006376	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006098	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005426	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005456	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006690	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006707	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006063	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005278	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0004602	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005454	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0006535	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0004891	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005742	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0005025	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0002733	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	NA
fAMP0002517	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	NA
fAMP0013801	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0013802	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0013803	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0005959	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0001574	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002362	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002342	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0003460	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0004998	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0002215	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001034	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0000605	antibacterial	antibacterial	antibacterial	antimicrobial	antibacterial	NA	antibacterial
fAMP0002419	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001147	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001665	antibacterial	antibacterial	antimicrobial	antibacterial	NA	NA	antibacterial
fAMP0001335	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0005709	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0002264	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0005685	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0002678	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	NA
fAMP0003867	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	NA
fAMP0004269	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0001667	antibacterial	antimicrobial	NA	antimicrobial	antibacterial	antifungi	antimicrobial
fAMP0002487	antibacterial	antibacterial	antimicrobial	antimicrobial	NA	NA	NA
fAMP0002780	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	NA
fAMP0004954	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0002417	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001310	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0001440	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002404	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002974	antibacterial	antibacterial	NA	antibacterial	NA	NA	antibacterial
fAMP0012350	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0006037	antibacterial	antibacterial	NA	antibacterial	NA	NA	NA
fAMP0001726	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial	antibacterial
fAMP0005598	antibacterial	antibacterial	NA	antimicrobial	NA	NA	NA
fAMP0000949	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0003781	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0001644	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	antifungi	antimicrobial
fAMP0002049	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001927	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA	antibacterial
fAMP0001992	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0001342	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001634	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0010521	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0005628	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0013804	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0002364	antibacterial	antimicrobial	NA	antimicrobial	antimicrobial	antifungi	NA
fAMP0007832	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0000959	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0001134	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0000883	antibacterial	antibacterial	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0000588	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0003069	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0003162	antibacterial	antibacterial	NA	antibacterial	NA	NA	antibacterial
fAMP0002870	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002847	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0003949	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0003032	antibacterial	antibacterial	NA	antibacterial	NA	NA	antibacterial
fAMP0013805	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0004817	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0007871	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0006582	antibacterial	NA	antimicrobial	antimicrobial	NA	NA	NA
fAMP0006414	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0000301	antibacterial	antimicrobial	antimicrobial	antimicrobial	antibacterial	antimicrobial	antimicrobial
fAMP0000836	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0000568	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial
fAMP0002467	antibacterial	antibacterial	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0013806	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0003404	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0010271	antibacterial	NA	antibacterial	NA	NA	NA	NA
fAMP0003570	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0013807	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0002252	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0004433	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0013808	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0003659	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0013809	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0006000	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0013810	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0006036	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0004146	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0004131	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0004784	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0005405	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0004765	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0001991	antibacterial	NA	antimicrobial	antifungi	antimicrobial	NA	antibacterial
fAMP0003747	antibacterial	NA	antimicrobial	antifungi	NA	NA	antibacterial
fAMP0003987	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0003530	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0003848	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0003445	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0003319	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	NA
fAMP0006652	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0003026	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0004894	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006048	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006287	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0004386	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006189	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006176	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0005407	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006511	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0005944	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0002375	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0001447	antibacterial	NA	antimicrobial	antimicrobial	antibacterial	NA	antibacterial
fAMP0003545	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0005292	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0004857	antibacterial	NA	antimicrobial	antifungi	NA	NA	NA
fAMP0013811	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0001068	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0008612	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0008809	antibacterial	NA	antibacterial	NA	NA	NA	NA
fAMP0004494	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006192	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0002553	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0003780	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0002512	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0003398	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0011130	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0001568	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000339	antibacterial	antibacterial	NA	antibacterial	antibacterial	antibacterial	antibacterial
fAMP0000102	antibacterial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antimicrobial	antibacterial
fAMP0003164	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0005790	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0004192	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0001159	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0005501	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0005751	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0008993	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0001693	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0006170	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0004293	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0006127	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0013481	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0007918	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0010187	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0004351	antibacterial	NA	NA	antibacterial	NA	NA	antibacterial
fAMP0005211	antibacterial	NA	NA	antibacterial	NA	NA	antibacterial
fAMP0003822	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
fAMP0004382	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0001921	antibacterial	antibacterial	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0013812	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0004215	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0002028	antibacterial	antimicrobial	antimicrobial	antimicrobial	NA	NA	antibacterial
fAMP0005160	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0002078	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0002020	antibacterial	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0005733	antibacterial	NA	NA	antibacterial	antibacterial	NA	NA
fAMP0006413	antibacterial	NA	antibacterial	NA	NA	NA	antibacterial
fAMP0011054	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0008301	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0012235	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0008227	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0009446	antibacterial	NA	NA	NA	NA	NA	antibacterial
fAMP0013813	antibacterial	NA	NA	NA	NA	NA	NA
fAMP0003712	antibacterial	NA	NA	antibacterial	antibacterial	NA	antibacterial
