refID	APD3	CAMP	DBAASP	dbAMP	DRAMP	LAMP2	SATPdb
fAMP0014387	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014388	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014389	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014390	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014391	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014392	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014393	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014394	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014395	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014396	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014397	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014398	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014399	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014400	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014401	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014403	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014404	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014405	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003094	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014406	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014407	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014408	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014409	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014410	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014411	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014412	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014413	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014414	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014415	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014416	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014417	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014418	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014419	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014420	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014421	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014422	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014423	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014424	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014425	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014426	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014427	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014428	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014429	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014430	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014431	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014432	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012595	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014433	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014434	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014435	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004397	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014436	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014437	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014438	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014439	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014440	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014441	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014442	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014443	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014444	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014445	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014446	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014447	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014448	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014449	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014450	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014451	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014452	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014453	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014454	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014455	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014456	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014457	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014458	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014459	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014460	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014461	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014462	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014463	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014464	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014465	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014466	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014467	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014468	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014469	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014470	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014471	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014472	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012261	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009964	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014473	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014474	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014475	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014476	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014477	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014478	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004097	NA	NA	antibacterial	antifungi	NA	NA	NA
fAMP0014479	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014480	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014481	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014482	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004202	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014483	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014484	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014485	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012085	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014486	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014487	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014488	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014489	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014490	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014491	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014492	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014493	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014494	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003600	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0007049	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014495	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014496	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014497	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014498	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014499	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014500	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009128	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014501	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0013261	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014502	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014503	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014504	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014505	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014506	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014507	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014508	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014509	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014510	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014511	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014512	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014513	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014514	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014515	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003791	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012458	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0012145	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0010631	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0014516	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014517	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014518	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014519	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014520	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012630	NA	NA	antibacterial	antibacterial	NA	NA	NA
fAMP0014523	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014524	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014525	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014526	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014527	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014528	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014529	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014530	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014531	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014532	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014533	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014534	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014535	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014536	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014537	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004658	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014538	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014539	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014540	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002396	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0014541	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002112	NA	NA	antibacterial	antibacterial	antibacterial	NA	antibacterial
fAMP0014542	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014543	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014544	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014545	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014546	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014547	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014548	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014549	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014550	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014551	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014552	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014553	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006283	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0014554	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014555	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014556	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014557	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009998	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012300	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014558	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014559	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014560	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004091	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0009872	NA	NA	antibacterial	NA	antibacterial	NA	NA
fAMP0014561	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014562	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014563	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0006419	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005820	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004368	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005267	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0005003	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004956	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004535	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004866	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004068	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0004229	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0014564	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014565	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014566	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014567	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014568	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014569	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014570	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014571	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014572	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014573	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014574	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014575	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014576	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014577	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012590	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003221	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0014578	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014579	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0012034	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0004513	NA	NA	antibacterial	NA	antibacterial	NA	NA
fAMP0014580	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014581	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014582	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014583	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014584	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014585	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014586	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014587	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014588	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014589	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014590	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014591	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014592	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014593	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014595	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014596	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014597	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014598	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014599	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014600	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014601	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002328	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0014602	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014603	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014604	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001035	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0014605	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014606	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014607	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0013087	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0000957	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0000849	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014608	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014609	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0009756	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014610	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002310	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014611	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014612	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014613	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014614	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002604	NA	NA	antibacterial	antibacterial	antibacterial	NA	NA
fAMP0000760	NA	NA	antibacterial	NA	NA	antibacterial	NA
fAMP0006464	NA	NA	antibacterial	antimicrobial	antimicrobial	NA	NA
fAMP0003346	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0004898	NA	NA	antibacterial	antimicrobial	antimicrobial	NA	NA
fAMP0014615	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014616	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014617	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014618	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002018	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014619	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014620	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014621	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014622	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014623	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014624	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014625	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014626	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014627	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014628	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014629	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014630	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014631	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014632	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0000596	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014633	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014634	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014635	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014636	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014637	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014638	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014639	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014640	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014641	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014642	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014643	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014644	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014645	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014646	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014647	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014648	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014649	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014650	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014651	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014652	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014653	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014654	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014655	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014656	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014657	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014658	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014659	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014660	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014661	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014662	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014663	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014664	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014665	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014666	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014667	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014668	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014669	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014670	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014671	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014672	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014673	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014674	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014675	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014676	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0002283	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014677	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014678	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014679	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014680	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014681	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014682	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014683	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014684	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001926	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014685	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0000912	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014686	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014687	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014688	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001766	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014689	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014690	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014691	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014692	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014693	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001347	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0003719	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014694	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014695	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014696	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014697	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0000743	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0001948	NA	NA	antibacterial	antibacterial	antibacterial	antibacterial	NA
fAMP0014698	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014699	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014700	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014701	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0000557	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014702	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014703	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014704	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014705	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014706	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014707	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014708	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014709	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014710	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014711	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014712	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014713	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014714	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014715	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014716	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014717	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014718	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014719	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014720	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014721	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014722	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014723	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014724	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014725	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014726	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014727	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014728	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014729	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014730	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014731	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014732	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014733	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014734	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014735	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014736	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014737	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014738	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014739	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014740	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014741	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014742	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014743	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014744	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014745	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014746	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014747	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014748	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014749	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014750	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014751	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0013772	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014752	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014753	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014754	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014755	NA	NA	antibacterial	NA	NA	NA	NA
fAMP0014756	NA	NA	antibacterial	NA	NA	NA	NA
